sku_id,date,actual,forecast
SKU011,2025-10-26,167,154.0
SKU011,2025-11-02,124,147.57
SKU011,2025-11-09,137,137.43
SKU011,2025-11-16,120,128.63
SKU011,2025-11-23,183,141.5
SKU011,2025-11-30,122,134.47
SKU011,2025-12-07,153,140.5
SKU011,2025-12-14,160,129.97
SKU011,2025-12-21,138,145.61
SKU011,2025-12-28,111,142.15
SKU011,2026-01-04,52,134.15
SKU012,2025-10-19,145,134.83
SKU012,2025-10-26,152,131.24
SKU012,2025-11-02,128,142.67
SKU012,2025-11-09,138,133.07
SKU012,2025-11-16,125,136.33
SKU012,2025-11-23,150,155.44
SKU012,2025-11-30,153,140.47
SKU012,2025-12-07,111,142.07
SKU012,2025-12-14,165,127.8
SKU012,2025-12-21,141,134.69
SKU012,2025-12-28,155,147.09
SKU012,2026-01-04,48,138.13
SKU013,2025-10-19,134,142.75
SKU013,2025-10-26,145,129.49
SKU013,2025-11-02,148,147.31
SKU013,2025-11-09,131,122.25
SKU013,2025-11-16,98,140.48
SKU013,2025-11-23,155,139.67
SKU013,2025-11-30,115,145.14
SKU013,2025-12-07,94,130.38
SKU013,2025-12-14,119,142.09
SKU013,2025-12-21,167,138.76
SKU013,2025-12-28,146,147.14
SKU013,2026-01-04,48,134.09
SKU014,2025-10-19,169,141.27
SKU014,2025-10-26,147,137.97
SKU014,2025-11-02,122,136.31
SKU014,2025-11-09,141,150.78
SKU014,2025-11-16,118,137.18
SKU014,2025-11-23,146,139.47
SKU014,2025-11-30,142,135.96
SKU014,2025-12-07,115,138.39
SKU014,2025-12-14,112,135.77
SKU014,2025-12-21,191,137.97
SKU014,2025-12-28,150,135.48
SKU014,2026-01-04,63,141.46
SKU015,2025-10-19,151,152.46
SKU015,2025-10-26,165,139.54
SKU015,2025-11-02,143,137.24
SKU015,2025-11-09,108,136.88
SKU015,2025-11-16,135,133.46
SKU015,2025-11-23,99,143.25
SKU015,2025-11-30,116,122.27
SKU015,2025-12-07,170,149.42
SKU015,2025-12-14,198,144.61
SKU015,2025-12-21,144,145.72
SKU015,2025-12-28,85,133.18
SKU015,2026-01-04,66,140.06
SKU016,2025-10-19,136,138.73
SKU016,2025-10-26,129,138.71
SKU016,2025-11-02,124,144.22
SKU016,2025-11-09,127,135.48
SKU016,2025-11-16,171,151.92
SKU016,2025-11-23,152,148.73
SKU016,2025-11-30,90,141.04
SKU016,2025-12-07,149,132.72
SKU016,2025-12-14,139,150.73
SKU016,2025-12-21,137,151.33
SKU016,2025-12-28,172,146.49
SKU016,2026-01-04,74,138.4
SKU017,2025-10-19,138,143.79
SKU017,2025-10-26,133,142.36
SKU017,2025-11-02,127,125.28
SKU017,2025-11-09,131,135.79
SKU017,2025-11-16,150,140.19
SKU017,2025-11-23,193,140.09
SKU017,2025-11-30,135,137.59
SKU017,2025-12-07,162,136.63
SKU017,2025-12-14,157,130.91
SKU017,2025-12-21,153,134.97
SKU017,2025-12-28,167,148.34
SKU017,2026-01-04,71,130.82
SKU018,2025-10-19,143,146.33
SKU018,2025-10-26,142,135.71
SKU018,2025-11-02,110,134.01
SKU018,2025-11-09,130,140.29
SKU018,2025-11-16,144,132.21
SKU018,2025-11-23,171,136.23
SKU018,2025-11-30,142,138.3
SKU018,2025-12-07,128,127.33
SKU018,2025-12-14,147,142.79
SKU018,2025-12-21,174,135.69
SKU018,2025-12-28,138,144.63
SKU018,2026-01-04,28,134.85
SKU019,2025-10-19,131,148.61
SKU019,2025-10-26,124,133.8
SKU019,2025-11-02,120,143.55
SKU019,2025-11-09,152,142.71
SKU019,2025-11-16,151,141.47
SKU019,2025-11-23,121,143.86
SKU019,2025-11-30,149,152.69
SKU019,2025-12-07,177,131.95
SKU019,2025-12-14,159,139.36
SKU019,2025-12-21,113,148.78
SKU019,2025-12-28,142,136.25
SKU019,2026-01-04,61,133.36
SKU020,2025-10-19,156,138.69
SKU020,2025-10-26,145,128.93
SKU020,2025-11-02,133,134.01
SKU020,2025-11-09,93,133.99
SKU020,2025-11-16,154,133.0
SKU020,2025-11-23,160,134.21
SKU020,2025-11-30,150,144.91
SKU020,2025-12-07,144,136.64
SKU020,2025-12-14,152,143.29
SKU020,2025-12-21,161,140.7
SKU020,2025-12-28,186,142.37
SKU020,2026-01-04,44,136.13
SKU021,2025-10-19,184,139.65
SKU021,2025-10-26,135,134.51
SKU021,2025-11-02,185,143.77
SKU021,2025-11-09,137,129.54
SKU021,2025-11-16,136,146.39
SKU021,2025-11-23,138,142.1
SKU021,2025-11-30,170,135.62
SKU021,2025-12-07,114,152.22
SKU021,2025-12-14,149,143.81
SKU021,2025-12-21,165,138.76
SKU021,2025-12-28,155,121.62
SKU021,2026-01-04,56,139.28
SKU022,2025-10-19,100,148.19
SKU022,2025-10-26,131,135.48
SKU022,2025-11-02,130,141.54
SKU022,2025-11-09,133,131.07
SKU022,2025-11-16,178,127.27
SKU022,2025-11-23,124,140.0
SKU022,2025-11-30,140,124.52
SKU022,2025-12-07,145,135.58
SKU022,2025-12-14,143,148.12
SKU022,2025-12-21,149,135.67
SKU022,2025-12-28,111,148.4
SKU022,2026-01-04,52,144.91
SKU023,2025-10-19,150,137.25
SKU023,2025-10-26,170,141.63
SKU023,2025-11-02,171,156.71
SKU023,2025-11-09,184,143.73
SKU023,2025-11-16,167,138.37
SKU023,2025-11-23,142,154.97
SKU023,2025-11-30,166,144.59
SKU023,2025-12-07,160,137.03
SKU023,2025-12-14,124,136.9
SKU023,2025-12-21,98,140.76
SKU023,2025-12-28,148,130.09
SKU023,2026-01-04,64,140.48
SKU024,2025-10-19,111,140.06
SKU024,2025-10-26,116,125.03
SKU024,2025-11-02,139,143.2
SKU024,2025-11-09,156,138.66
SKU024,2025-11-16,159,145.47
SKU024,2025-11-23,155,135.7
SKU024,2025-11-30,154,149.29
SKU024,2025-12-07,176,169.24
SKU024,2025-12-14,159,122.06
SKU024,2025-12-21,139,137.74
SKU024,2025-12-28,150,126.46
SKU024,2026-01-04,71,131.92
SKU025,2025-10-19,165,143.73
SKU025,2025-10-26,176,143.26
SKU025,2025-11-02,160,136.36
SKU025,2025-11-09,124,140.98
SKU025,2025-11-16,144,139.15
SKU025,2025-11-23,197,147.13
SKU025,2025-11-30,116,128.41
SKU025,2025-12-07,163,138.97
SKU025,2025-12-14,117,134.42
SKU025,2025-12-21,155,142.36
SKU025,2025-12-28,103,140.71
SKU025,2026-01-04,53,136.88
SKU026,2025-10-19,108,136.95
SKU026,2025-10-26,134,135.64
SKU026,2025-11-02,147,139.14
SKU026,2025-11-09,122,137.51
SKU026,2025-11-16,142,133.88
SKU026,2025-11-23,175,140.01
SKU026,2025-11-30,130,130.88
SKU026,2025-12-07,165,147.65
SKU026,2025-12-14,160,143.32
SKU026,2025-12-21,144,138.6
SKU026,2025-12-28,155,150.55
SKU026,2026-01-04,79,138.6
SKU027,2025-10-19,138,146.55
SKU027,2025-10-26,156,136.1
SKU027,2025-11-02,120,138.31
SKU027,2025-11-09,108,136.55
SKU027,2025-11-16,162,138.53
SKU027,2025-11-23,135,143.4
SKU027,2025-11-30,148,141.2
SKU027,2025-12-07,134,132.57
SKU027,2025-12-14,161,144.77
SKU027,2025-12-21,147,139.57
SKU027,2025-12-28,153,143.45
SKU027,2026-01-04,49,144.01
SKU028,2025-10-19,117,123.78
SKU028,2025-10-26,149,140.91
SKU028,2025-11-02,123,144.1
SKU028,2025-11-09,135,148.8
SKU028,2025-11-16,145,143.82
SKU028,2025-11-23,115,143.61
SKU028,2025-11-30,148,154.23
SKU028,2025-12-07,181,141.01
SKU028,2025-12-14,142,113.76
SKU028,2025-12-21,172,132.8957142857143
SKU028,2025-12-28,171,136.24
SKU028,2026-01-04,60,142.42
SKU029,2025-10-19,111,131.85
SKU029,2025-10-26,127,147.24
SKU029,2025-11-02,186,131.68
SKU029,2025-11-09,126,140.5
SKU029,2025-11-16,163,154.45
SKU029,2025-11-23,128,130.68
SKU029,2025-11-30,127,131.36
SKU029,2025-12-07,132,138.01
SKU029,2025-12-14,135,150.95
SKU029,2025-12-21,159,142.72
SKU029,2025-12-28,146,145.97
SKU029,2026-01-04,29,133.13
SKU030,2025-10-19,112,138.92
SKU030,2025-10-26,149,138.88
SKU030,2025-11-02,192,138.08
SKU030,2025-11-09,195,134.27
SKU030,2025-11-16,117,132.02
SKU030,2025-11-23,137,138.69
SKU030,2025-11-30,124,144.94
SKU030,2025-12-07,127,137.49
SKU030,2025-12-14,149,137.44
SKU030,2025-12-21,168,143.04
SKU030,2025-12-28,162,137.13
SKU030,2026-01-04,53,136.57
SKU031,2025-10-19,149,133.35
SKU031,2025-10-26,140,153.99
SKU031,2025-11-02,117,137.54
SKU031,2025-11-09,128,140.32
SKU031,2025-11-16,168,129.69
SKU031,2025-11-23,116,144.49
SKU031,2025-11-30,147,136.22
SKU031,2025-12-07,96,141.29
SKU031,2025-12-14,137,139.75
SKU031,2025-12-21,148,149.64
SKU031,2025-12-28,162,122.28
SKU031,2026-01-04,38,120.08
SKU032,2025-10-19,110,145.74
SKU032,2025-10-26,159,130.58
SKU032,2025-11-02,130,146.16
SKU032,2025-11-09,143,137.77666666666667
SKU032,2025-11-16,129,142.85
SKU032,2025-11-23,156,137.17
SKU032,2025-11-30,119,135.04
SKU032,2025-12-07,127,147.94
SKU032,2025-12-14,151,142.74
SKU032,2025-12-21,138,158.42
SKU032,2025-12-28,134,148.24
SKU032,2026-01-04,47,128.07
SKU033,2025-10-19,154,141.65
SKU033,2025-10-26,108,138.75
SKU033,2025-11-02,134,141.25
SKU033,2025-11-09,142,151.4
SKU033,2025-11-16,167,133.69
SKU033,2025-11-23,141,135.26
SKU033,2025-11-30,137,142.44
SKU033,2025-12-07,121,133.04
SKU033,2025-12-14,149,138.49
SKU033,2025-12-21,141,159.68
SKU033,2025-12-28,146,139.48
SKU033,2026-01-04,42,140.57
SKU034,2025-10-19,120,130.72
SKU034,2025-10-26,125,136.2
SKU034,2025-11-02,128,143.98
SKU034,2025-11-09,157,151.79
SKU034,2025-11-16,132,138.38
SKU034,2025-11-23,134,140.44
SKU034,2025-11-30,168,142.64
SKU034,2025-12-07,126,126.81
SKU034,2025-12-14,157,139.82
SKU034,2025-12-21,155,134.08
SKU034,2025-12-28,156,132.57
SKU034,2026-01-04,57,161.36
SKU035,2025-10-19,181,134.51
SKU035,2025-10-26,175,144.05
SKU035,2025-11-02,150,141.91
SKU035,2025-11-09,144,150.7
SKU035,2025-11-16,142,140.91
SKU035,2025-11-23,140,148.69
SKU035,2025-11-30,142,143.03
SKU035,2025-12-07,130,126.99
SKU035,2025-12-14,87,126.02
SKU035,2025-12-21,83,146.64
SKU035,2025-12-28,134,133.36
SKU035,2026-01-04,92,136.16
SKU036,2025-10-19,161,137.4
SKU036,2025-10-26,166,142.83
SKU036,2025-11-02,182,135.49
SKU036,2025-11-09,129,127.24
SKU036,2025-11-16,138,140.51
SKU036,2025-11-23,114,140.26
SKU036,2025-11-30,160,151.76
SKU036,2025-12-07,150,150.27766666666668
SKU036,2025-12-14,148,138.52
SKU036,2025-12-21,134,143.12
SKU036,2025-12-28,130,140.02
SKU036,2026-01-04,78,137.69
SKU037,2025-10-19,141,135.91
SKU037,2025-10-26,170,125.08
SKU037,2025-11-02,125,136.14
SKU037,2025-11-09,169,134.18
SKU037,2025-11-16,132,123.15
SKU037,2025-11-23,125,135.66
SKU037,2025-11-30,128,148.43
SKU037,2025-12-07,166,124.06
SKU037,2025-12-14,103,153.83
SKU037,2025-12-21,106,144.87
SKU037,2025-12-28,152,134.95
SKU037,2026-01-04,68,139.25
SKU038,2025-10-19,166,138.5
SKU038,2025-10-26,164,139.04
SKU038,2025-11-02,104,132.65
SKU038,2025-11-09,155,140.55
SKU038,2025-11-16,164,142.78
SKU038,2025-11-23,96,138.6
SKU038,2025-11-30,111,143.97
SKU038,2025-12-07,130,141.21
SKU038,2025-12-14,164,135.92
SKU038,2025-12-21,124,135.82
SKU038,2025-12-28,114,131.42
SKU038,2026-01-04,81,149.79
SKU039,2025-10-19,150,145.67
SKU039,2025-10-26,147,141.97
SKU039,2025-11-02,129,142.88
SKU039,2025-11-09,163,132.08
SKU039,2025-11-16,140,143.78
SKU039,2025-11-23,86,145.95
SKU039,2025-11-30,165,136.42
SKU039,2025-12-07,171,138.57
SKU039,2025-12-14,124,133.18
SKU039,2025-12-21,112,155.34
SKU039,2025-12-28,184,142.55
SKU039,2026-01-04,58,134.51
SKU040,2025-10-19,129,138.99
SKU040,2025-10-26,158,151.79
SKU040,2025-11-02,130,141.62
SKU040,2025-11-09,144,141.46166666666667
SKU040,2025-11-16,132,134.3
SKU040,2025-11-23,151,138.68
SKU040,2025-11-30,140,137.65
SKU040,2025-12-07,136,125.3
SKU040,2025-12-14,157,141.68
SKU040,2025-12-21,140,147.62
SKU040,2025-12-28,155,138.64
SKU040,2026-01-04,27,144.55
SKU041,2025-10-19,158,131.41
SKU041,2025-10-26,152,137.45
SKU041,2025-11-02,94,141.63
SKU041,2025-11-09,128,148.71
SKU041,2025-11-16,125,134.46
SKU041,2025-11-23,149,138.13
SKU041,2025-11-30,89,137.4
SKU041,2025-12-07,144,146.3
SKU041,2025-12-14,143,137.9
SKU041,2025-12-21,138,128.91
SKU041,2025-12-28,136,132.97
SKU041,2026-01-04,48,136.16
SKU042,2025-10-19,109,130.49
SKU042,2025-10-26,117,138.61
SKU042,2025-11-02,157,148.5
SKU042,2025-11-09,99,134.52
SKU042,2025-11-16,166,134.78
SKU042,2025-11-23,158,145.32
SKU042,2025-11-30,125,140.48
SKU042,2025-12-07,135,137.73
SKU042,2025-12-14,150,131.91
SKU042,2025-12-21,156,136.03
SKU042,2025-12-28,132,144.935
SKU042,2026-01-04,52,133.32
SKU043,2025-10-19,103,135.57
SKU043,2025-10-26,122,131.28
SKU043,2025-11-02,151,137.54
SKU043,2025-11-09,127,140.01
SKU043,2025-11-16,94,139.53
SKU043,2025-11-23,142,139.3
SKU043,2025-11-30,109,139.39
SKU043,2025-12-07,173,135.03
SKU043,2025-12-14,125,140.18
SKU043,2025-12-21,127,144.75
SKU043,2025-12-28,178,134.82
SKU043,2026-01-04,53,137.72
SKU044,2025-10-19,165,144.27
SKU044,2025-10-26,104,141.34
SKU044,2025-11-02,145,144.33
SKU044,2025-11-09,167,143.34
SKU044,2025-11-16,141,131.77
SKU044,2025-11-23,158,135.01
SKU044,2025-11-30,156,150.41
SKU044,2025-12-07,115,146.88
SKU044,2025-12-14,188,143.21
SKU044,2025-12-21,120,134.81
SKU044,2025-12-28,126,141.93
SKU044,2026-01-04,59,145.11
SKU045,2025-10-19,118,144.79
SKU045,2025-10-26,180,136.06
SKU045,2025-11-02,158,124.48
SKU045,2025-11-09,157,146.85
SKU045,2025-11-16,169,141.09
SKU045,2025-11-23,165,147.83
SKU045,2025-11-30,90,135.03
SKU045,2025-12-07,191,147.09
SKU045,2025-12-14,158,138.72
SKU045,2025-12-21,190,145.41
SKU045,2025-12-28,135,147.86
SKU045,2026-01-04,41,133.41
SKU046,2025-10-19,165,133.98
SKU046,2025-10-26,134,146.83
SKU046,2025-11-02,142,143.75
SKU046,2025-11-09,144,149.33
SKU046,2025-11-16,158,138.55
SKU046,2025-11-23,118,143.41
SKU046,2025-11-30,143,151.15
SKU046,2025-12-07,116,146.93
SKU046,2025-12-14,159,136.98
SKU046,2025-12-21,129,135.65
SKU046,2025-12-28,173,146.92
SKU046,2026-01-04,49,139.58
SKU047,2025-10-19,151,140.46
SKU047,2025-10-26,89,135.29
SKU047,2025-11-02,137,144.95
SKU047,2025-11-09,166,123.56
SKU047,2025-11-16,132,137.14
SKU047,2025-11-23,130,141.34
SKU047,2025-11-30,146,138.54
SKU047,2025-12-07,125,134.02
SKU047,2025-12-14,152,142.48
SKU047,2025-12-21,165,142.72
SKU047,2025-12-28,134,136.39
SKU047,2026-01-04,99,160.13
SKU048,2025-10-19,138,137.88
SKU048,2025-10-26,149,140.26
SKU048,2025-11-02,181,135.69
SKU048,2025-11-09,129,143.54
SKU048,2025-11-16,146,136.98
SKU048,2025-11-23,139,134.54
SKU048,2025-11-30,149,133.98
SKU048,2025-12-07,154,135.26
SKU048,2025-12-14,147,137.97
SKU048,2025-12-21,165,139.21
SKU048,2025-12-28,133,132.54
SKU048,2026-01-04,34,139.18
SKU049,2025-10-19,181,143.69
SKU049,2025-10-26,116,141.95
SKU049,2025-11-02,144,136.42
SKU049,2025-11-09,170,135.75
SKU049,2025-11-16,120,141.6
SKU049,2025-11-23,157,129.27
SKU049,2025-11-30,142,139.4
SKU049,2025-12-07,187,139.27
SKU049,2025-12-14,151,144.03
SKU049,2025-12-21,138,146.2
SKU049,2025-12-28,177,144.53
SKU049,2026-01-04,54,143.34
SKU050,2025-10-19,152,146.49
SKU050,2025-10-26,110,142.89
SKU050,2025-11-02,139,141.19
SKU050,2025-11-09,118,132.56
SKU050,2025-11-16,127,138.21
SKU050,2025-11-23,117,133.14
SKU050,2025-11-30,106,134.38
SKU050,2025-12-07,171,139.53
SKU050,2025-12-14,182,136.06
SKU050,2025-12-21,183,134.73
SKU050,2025-12-28,154,127.32
SKU050,2026-01-04,77,151.73
SKU051,2025-10-19,162,135.97
SKU051,2025-10-26,121,150.19
SKU051,2025-11-02,158,133.17
SKU051,2025-11-09,126,127.66
SKU051,2025-11-16,156,146.03
SKU051,2025-11-23,120,129.53
SKU051,2025-11-30,136,144.9
SKU051,2025-12-07,124,132.29
SKU051,2025-12-14,117,149.7
SKU051,2025-12-21,105,129.24
SKU051,2025-12-28,103,124.71
SKU051,2026-01-04,73,129.95
SKU052,2025-10-19,171,146.34
SKU052,2025-10-26,148,132.6
SKU052,2025-11-02,109,135.77
SKU052,2025-11-09,119,143.57
SKU052,2025-11-16,133,157.29
SKU052,2025-11-23,131,140.57
SKU052,2025-11-30,135,144.1
SKU052,2025-12-07,152,138.94
SKU052,2025-12-14,96,138.62
SKU052,2025-12-21,141,141.96
SKU052,2025-12-28,183,129.69
SKU052,2026-01-04,66,149.53
SKU053,2025-10-19,120,146.36
SKU053,2025-10-26,155,143.7
SKU053,2025-11-02,151,148.28
SKU053,2025-11-09,150,143.6
SKU053,2025-11-16,165,139.47
SKU053,2025-11-23,202,134.95
SKU053,2025-11-30,169,137.0
SKU053,2025-12-07,164,154.13
SKU053,2025-12-14,105,141.53
SKU053,2025-12-21,138,141.01
SKU053,2025-12-28,152,146.8
SKU053,2026-01-04,68,134.89
SKU054,2025-10-19,103,143.15
SKU054,2025-10-26,130,145.87
SKU054,2025-11-02,135,130.88
SKU054,2025-11-09,128,135.19
SKU054,2025-11-16,173,138.29
SKU054,2025-11-23,162,139.13
SKU054,2025-11-30,137,158.84
SKU054,2025-12-07,118,139.46
SKU054,2025-12-14,107,157.385
SKU054,2025-12-21,155,137.6
SKU054,2025-12-28,134,128.11
SKU054,2026-01-04,76,136.65
SKU055,2025-10-19,142,145.68
SKU055,2025-10-26,133,142.28
SKU055,2025-11-02,140,135.32
SKU055,2025-11-09,161,142.98
SKU055,2025-11-16,161,141.8
SKU055,2025-11-23,147,139.26
SKU055,2025-11-30,155,149.39
SKU055,2025-12-07,139,145.04
SKU055,2025-12-14,98,150.1
SKU055,2025-12-21,130,144.84
SKU055,2025-12-28,149,146.55
SKU055,2026-01-04,71,134.71
SKU056,2025-10-19,142,140.47
SKU056,2025-10-26,144,136.42
SKU056,2025-11-02,167,141.32
SKU056,2025-11-09,134,135.95
SKU056,2025-11-16,123,144.56
SKU056,2025-11-23,167,134.4
SKU056,2025-11-30,117,140.28
SKU056,2025-12-07,162,134.8
SKU056,2025-12-14,145,142.13
SKU056,2025-12-21,100,135.19
SKU056,2025-12-28,112,134.69
SKU056,2026-01-04,63,141.04
SKU057,2025-10-19,143,134.35
SKU057,2025-10-26,183,142.23
SKU057,2025-11-02,138,139.49
SKU057,2025-11-09,181,133.33
SKU057,2025-11-16,153,139.16
SKU057,2025-11-23,138,147.34
SKU057,2025-11-30,175,129.5
SKU057,2025-12-07,106,129.5
SKU057,2025-12-14,152,130.79
SKU057,2025-12-21,180,145.74
SKU057,2025-12-28,96,139.06
SKU057,2026-01-04,78,135.65
SKU058,2025-10-19,133,131.37
SKU058,2025-10-26,139,137.82
SKU058,2025-11-02,186,143.21
SKU058,2025-11-09,164,147.45
SKU058,2025-11-16,139,146.1
SKU058,2025-11-23,111,129.32
SKU058,2025-11-30,151,143.25
SKU058,2025-12-07,107,145.28
SKU058,2025-12-14,152,135.78
SKU058,2025-12-21,159,144.61
SKU058,2025-12-28,112,139.94
SKU058,2026-01-04,57,148.79
SKU059,2025-10-19,168,142.83
SKU059,2025-10-26,179,138.01
SKU059,2025-11-02,160,142.0
SKU059,2025-11-09,165,142.0
SKU059,2025-11-16,126,132.91
SKU059,2025-11-23,135,140.53
SKU059,2025-11-30,163,137.44
SKU059,2025-12-07,136,141.89
SKU059,2025-12-14,160,141.98
SKU059,2025-12-21,126,132.82
SKU059,2025-12-28,128,143.43
SKU059,2026-01-04,67,143.7
SKU060,2025-10-19,129,137.35
SKU060,2025-10-26,150,130.48
SKU060,2025-11-02,143,132.12
SKU060,2025-11-09,128,141.17
SKU060,2025-11-16,147,142.11
SKU060,2025-11-23,128,143.2
SKU060,2025-11-30,70,130.08
SKU060,2025-12-07,120,145.57
SKU060,2025-12-14,172,134.61
SKU060,2025-12-21,180,131.81
SKU060,2025-12-28,130,138.53
SKU060,2026-01-04,87,147.04
SKU061,2025-10-19,148,142.53
SKU061,2025-10-26,146,140.39
SKU061,2025-11-02,102,135.88
SKU061,2025-11-09,140,147.37
SKU061,2025-11-16,148,136.01
SKU061,2025-11-23,148,135.93
SKU061,2025-11-30,122,146.13
SKU061,2025-12-07,122,112.38
SKU061,2025-12-14,127,155.6
SKU061,2025-12-21,161,137.7
SKU061,2025-12-28,133,134.7
SKU061,2026-01-04,66,143.12
SKU062,2025-10-19,116,145.16
SKU062,2025-10-26,150,134.13
SKU062,2025-11-02,138,136.6
SKU062,2025-11-09,115,141.94
SKU062,2025-11-16,124,144.24
SKU062,2025-11-23,170,138.94
SKU062,2025-11-30,127,149.39
SKU062,2025-12-07,140,136.26
SKU062,2025-12-14,171,144.61
SKU062,2025-12-21,125,146.08
SKU062,2025-12-28,110,137.8
SKU062,2026-01-04,92,140.99
SKU063,2025-10-19,114,133.4
SKU063,2025-10-26,93,141.19
SKU063,2025-11-02,135,143.16
SKU063,2025-11-09,162,138.61
SKU063,2025-11-16,142,140.15
SKU063,2025-11-23,142,141.36
SKU063,2025-11-30,148,154.67
SKU063,2025-12-07,153,145.11
SKU063,2025-12-14,101,140.9
SKU063,2025-12-21,108,146.07
SKU063,2025-12-28,145,130.64
SKU063,2026-01-04,87,142.14
SKU064,2025-10-19,162,149.78
SKU064,2025-10-26,72,143.64
SKU064,2025-11-02,113,145.36
SKU064,2025-11-09,154,139.15
SKU064,2025-11-16,178,147.44
SKU064,2025-11-23,127,127.08
SKU064,2025-11-30,151,126.18
SKU064,2025-12-07,160,147.82
SKU064,2025-12-14,128,150.93
SKU064,2025-12-21,160,131.33
SKU064,2025-12-28,123,143.39
SKU064,2026-01-04,31,138.19
SKU065,2025-10-19,129,125.5
SKU065,2025-10-26,147,155.88
SKU065,2025-11-02,149,135.08
SKU065,2025-11-09,98,139.6
SKU065,2025-11-16,134,143.28
SKU065,2025-11-23,135,153.38
SKU065,2025-11-30,172,139.36
