date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,safety_stock,forecast_week_1,forecast_week_2,forecast_week_3,forecast_week_4,forecast_4_weeks,avg_weekly_forecast,lead_time_weeks,lead_time_demand,available_inventory,stockout_gap,stockout_risk,overstock_threshold,overstock_risk,cv,action,category,subcategory,unit_cost,list_price,stock_ratio,sales_at_risk
2025-12-31,SKU373,393,19,7,119,35,139.825,131.68,141.565,164.01,577.0799999999999,144.26999999999998,1.0,144.26999999999998,412,-267.73,LOW,865.6199999999999,LOW,0.30275489090056,HEALTHY,Bathroom,Towel,5116,8185,0.6810147639841964,0.0
2025-12-31,SKU372,475,74,5,64,12,142.24,142.77,148.82,138.35,572.18,143.045,0.7142857142857143,102.175,549,-446.825,LOW,858.27,LOW,0.2897001693256557,HEALTHY,Bathroom,Bath Mat,2205,3528,0.8301583417805586,0.0
2025-12-31,SKU371,78,39,7,118,48,135.045,139.315,125.855,139.495,539.71,134.9275,1.0,134.9275,117,17.92750000000001,HIGH,809.565,LOW,0.2947117051321365,REORDER NOW,Bathroom,Shower Curtain,2375,3800,0.14452205814233568,68124.50000000003
2025-12-31,SKU370,170,36,7,36,44,144.415,142.45,136.545,151.765,575.175,143.79375,1.0,143.79375,206,-62.20625000000001,LOW,862.7624999999999,LOW,0.3204818861919285,HEALTHY,Bathroom,Shower Curtain,4914,7862,0.2955622201938541,0.0
2025-12-31,SKU369,288,69,5,85,57,147.695,128.655,140.615,156.105,573.07,143.2675,0.7142857142857143,102.3339285714286,357,-254.6660714285714,LOW,859.605,LOW,0.2863068633512039,HEALTHY,Bathroom,Towel,973,1556,0.5025564067216919,0.0
2025-12-31,SKU368,120,83,7,82,15,149.155,144.415,161.83,142.39,597.79,149.4475,1.0,149.4475,203,-53.55250000000001,LOW,896.685,LOW,0.223037535887435,HEALTHY,Bathroom,Bath Mat,6651,10641,0.2007393900868198,0.0
2025-12-31,SKU367,94,123,3,65,31,139.845,139.545,143.36,156.085,578.835,144.70875,0.4285714285714285,62.01803571428572,217,-154.9819642857143,LOW,868.2525,LOW,0.2981246802786246,HEALTHY,Bathroom,Soap Dispenser,2428,3884,0.16239515578705502,0.0
2025-12-31,SKU366,301,6,14,56,39,146.515,144.3,152.96,138.705,582.48,145.62,2.0,291.24,307,-15.759999999999993,LOW,873.72,LOW,0.2865090211781569,HEALTHY,Bathroom,Soap Dispenser,4189,6702,0.5167559401181157,0.0
2025-12-31,SKU365,56,19,10,77,54,133.585,130.73,144.245,128.93,537.49,134.3725,1.4285714285714286,191.9607142857143,75,116.96071428571427,HIGH,806.235,LOW,0.1754393288381196,REORDER NOW,Bathroom,Towel,2487,3979,0.10418798489274218,465386.6821428571
2025-12-31,SKU364,489,6,10,31,18,141.745,146.985,145.775,134.12,568.625,142.15625,1.4285714285714286,203.08035714285717,495,-291.9196428571429,LOW,852.9375,LOW,0.2348189494564332,HEALTHY,Bathroom,Soap Dispenser,2465,3944,0.8599692240052759,0.0
2025-12-31,SKU363,53,147,5,81,15,130.675,138.36,145.965,126.39,541.39,135.3475,0.7142857142857143,96.67678571428571,200,-103.32321428571429,LOW,812.085,LOW,0.2843168413770309,HEALTHY,Bathroom,Bath Mat,5868,9388,0.09789615619054656,0.0
2025-12-31,SKU362,126,120,7,36,56,135.99,140.24,125.68,138.075,539.985,134.99625,1.0,134.99625,246,-111.00375,LOW,809.9775,LOW,0.3372371202046395,WATCH/VOLATILE,Bathroom,Mirror,7426,11881,0.23333981499486095,0.0
2025-12-31,SKU361,397,8,7,100,50,142.805,145.72,141.065,147.41,577.0,144.25,1.0,144.25,405,-260.75,LOW,865.5,LOW,0.2799634977505766,HEALTHY,Bathroom,Bath Mat,1579,2526,0.6880415944540728,0.0
2025-12-31,SKU360,48,63,7,68,28,145.245,126.945,127.635,142.61,542.435,135.60875,1.0,135.60875,111,24.608749999999983,HIGH,813.6524999999999,LOW,0.364290145466363,REORDER NOW,Bathroom,Mirror,1907,3051,0.0884898651451326,75081.29624999994
2025-12-31,SKU359,422,114,14,82,60,135.27,139.195,139.4,163.06,576.925,144.23125,2.0,288.4625,536,-247.5375,LOW,865.3874999999999,LOW,0.273945343713573,HEALTHY,Bathroom,Soap Dispenser,2364,3782,0.7314642284525719,0.0
2025-12-31,SKU357,10,103,14,81,52,127.12,137.14,128.32,148.88,541.46,135.365,2.0,270.73,113,157.73000000000002,HIGH,812.19,LOW,0.1919421582415655,REORDER NOW,Bathroom,Bath Mat,7854,12566,0.018468584937022123,1982035.1800000002
2025-12-31,SKU356,12,111,7,39,55,143.835,146.97,146.11,134.38,571.2950000000001,142.82375000000002,1.0,142.82375000000002,123,19.823750000000015,HIGH,856.9425000000001,LOW,0.239598306493183,REORDER NOW,Bathroom,Soap Dispenser,1416,2265,0.021004909897688582,44900.79375000003
2025-12-31,SKU355,108,22,5,46,10,149.95,140.21,147.555,133.235,570.95,142.7375,0.7142857142857143,101.95535714285715,130,-28.044642857142847,LOW,856.4250000000001,LOW,0.2532994011376921,HEALTHY,Bathroom,Towel,6375,10200,0.18915842017689813,0.0
2025-12-31,SKU354,440,93,3,84,39,143.325,146.555,144.73,129.645,564.255,141.06375,0.4285714285714285,60.45589285714286,533,-472.5441071428571,LOW,846.3824999999999,LOW,0.2380282800998659,HEALTHY,Bathroom,Shower Curtain,3005,4808,0.779789279669653,0.0
2025-12-31,SKU353,307,71,5,98,53,131.74,144.39,134.83,142.6,553.5600000000001,138.39,0.7142857142857143,98.85,378,-279.15,LOW,830.3400000000001,LOW,0.1955474891290486,HEALTHY,Bathroom,Shower Curtain,3203,5124,0.5545920948045379,0.0
2025-12-31,SKU352,425,132,7,78,60,153.035,132.48,135.64,153.39,574.545,143.63625,1.0,143.63625,557,-413.36375,LOW,861.8174999999999,LOW,0.3437588907556219,WATCH/VOLATILE,Bathroom,Shower Curtain,1450,2320,0.7397157750915943,0.0
2025-12-31,SKU351,277,11,14,48,43,143.365,136.07,138.3,147.66,565.395,141.34875,2.0,282.6975,288,-5.302500000000009,LOW,848.0925,LOW,0.2618855939629885,HEALTHY,Bathroom,Soap Dispenser,307,491,0.4899229742038752,0.0
2025-12-31,SKU350,104,23,7,110,40,131.565,130.36,133.195,142.23,537.35,134.3375,1.0,134.3375,127,7.337500000000006,HIGH,806.0250000000001,LOW,0.2736938332750541,REORDER NOW,Dining,Cutlery,5876,9401,0.19354238392109424,68979.83750000005
2025-12-31,SKU349,249,34,5,53,38,135.415,136.36,131.58,139.34,542.695,135.67375,0.7142857142857143,96.90982142857143,283,-186.09017857142857,LOW,814.0425,LOW,0.250390020128404,HEALTHY,Dining,Bottle,4596,7353,0.45882125319009753,0.0
2025-12-31,SKU348,13,89,7,46,18,146.71,145.73,134.215,149.105,575.76,143.94,1.0,143.94,102,41.94,HIGH,863.64,LOW,0.2048172682629196,REORDER NOW,Dining,Glass Set,5372,8595,0.022578852299569265,360474.3
2025-12-31,SKU347,235,136,10,111,57,152.63,144.28,149.02,136.535,582.4649999999999,145.61624999999998,1.4285714285714286,208.02321428571423,371,-162.97678571428574,LOW,873.6974999999999,LOW,0.2952861169408485,HEALTHY,Dining,Dinner Set,3476,5561,0.40345771848952305,0.0
2025-12-31,SKU345,35,65,10,71,41,127.51,139.315,148.955,138.285,554.0649999999999,138.51625,1.4285714285714286,197.88035714285712,100,97.88035714285712,HIGH,831.0974999999999,LOW,0.2803172268611439,REORDER NOW,Dining,Cutlery,7103,11364,0.06316948372483373,1112312.3785714284
2025-12-31,SKU314,197,1,10,79,44,136.23,144.43,134.31,152.915,567.885,141.97125,1.4285714285714286,202.81607142857143,198,4.816071428571433,HIGH,851.8275,LOW,0.3552345109308741,REORDER NOW,Dining,Glass Set,7787,12459,0.3469012211979538,60003.43392857149
2025-12-31,SKU252,321,79,7,82,30,133.845,141.945,137.895,148.8,562.4849999999999,140.62124999999995,1.0,140.62124999999995,400,-259.37875,LOW,843.7274999999998,LOW,0.3644853183223595,WATCH/VOLATILE,Bedding,Pillow,7452,11923,0.5706818848502627,0.0
2025-12-31,SKU312,93,26,7,96,17,124.485,139.325,129.885,141.415,535.11,133.7775,1.0,133.7775,119,14.777500000000003,HIGH,802.665,LOW,0.2180582934035601,REORDER NOW,Dining,Tray,204,326,0.17379604193530301,4817.465000000001
2025-12-31,SKU279,29,12,7,31,25,124.385,150.175,145.85,140.155,560.5649999999999,140.14125,1.0,140.14125,41,99.14125,HIGH,840.8474999999999,LOW,0.206113188151727,REORDER NOW,Bedding,Bedsheet,5823,9316,0.05173351886043546,923599.885
2025-12-31,SKU278,252,33,10,107,48,141.955,135.65,139.075,145.4,562.08,140.52,1.4285714285714286,200.7428571428572,285,-84.25714285714284,LOW,843.1200000000001,LOW,0.2420931418173775,HEALTHY,Bedding,Pillow,3360,5376,0.44833475661827493,0.0
2025-12-31,SKU277,472,88,10,120,11,136.78,134.815,134.515,142.5,548.61,137.1525,1.4285714285714286,195.93214285714288,560,-364.0678571428571,LOW,822.915,LOW,0.3278045921257844,HEALTHY,Bedding,Comforter,885,1416,0.8603561728732615,0.0
2025-12-31,SKU276,55,50,7,83,43,131.755,131.02,134.67,141.56,539.0049999999999,134.75124999999997,1.0,134.75124999999997,105,29.75124999999997,HIGH,808.5074999999998,LOW,0.2251525494785361,REORDER NOW,Bedding,Mattress,7189,11502,0.1020398697600208,342198.87749999965
2025-12-31,SKU275,391,78,3,67,38,139.97,143.13,132.135,147.61,562.845,140.71125,0.4285714285714285,60.30482142857143,469,-408.6951785714286,LOW,844.2675,LOW,0.2856534350689111,HEALTHY,Bedding,Blanket,4065,6504,0.69468503762137,0.0
2025-12-31,SKU274,264,91,7,88,28,139.995,137.355,139.96,156.675,573.9850000000001,143.49625000000003,1.0,143.49625000000003,355,-211.50375,LOW,860.9775000000002,LOW,0.3353609477854078,WATCH/VOLATILE,Bedding,Mattress,7279,11646,0.45994233298779574,0.0
2025-12-31,SKU273,44,18,3,90,42,143.715,143.665,129.165,145.755,562.3,140.575,0.4285714285714285,60.24642857142857,62,-1.7535714285714334,LOW,843.4499999999999,LOW,0.2026617959909028,HEALTHY,Bedding,Bedsheet,3056,4889,0.07825004446025254,0.0
2025-12-31,SKU272,137,126,5,77,60,140.555,141.8,138.275,133.615,554.245,138.56125,0.7142857142857143,98.97232142857143,263,-164.02767857142857,LOW,831.3675000000001,LOW,0.2235426687823748,HEALTHY,Bedding,Blanket,231,369,0.24718310494456422,0.0
2025-12-31,SKU271,277,66,3,85,57,146.485,135.845,146.4,158.155,586.885,146.72125,0.4285714285714285,62.88053571428571,343,-280.1194642857143,LOW,880.3275,LOW,0.3431477782893914,WATCH/VOLATILE,Bedding,Comforter,830,1328,0.4719834379818874,0.0
2025-12-31,SKU270,221,54,5,71,49,132.07,133.54,127.865,145.365,538.84,134.71,0.7142857142857143,96.22142857142858,275,-178.7785714285714,LOW,808.26,LOW,0.2594003048413439,HEALTHY,Bedding,Bedsheet,2509,4014,0.41014030138816715,0.0
2025-12-31,SKU269,487,105,7,110,49,134.61,148.435,150.405,139.76,573.21,143.3025,1.0,143.3025,592,-448.6975,LOW,859.815,LOW,0.2179123849287665,HEALTHY,Bedding,Mattress,4492,7187,0.8496013677360827,0.0
2025-12-31,SKU268,481,25,5,68,59,144.015,148.245,151.535,141.78,585.5749999999999,146.39374999999998,0.7142857142857143,104.56696428571428,506,-401.4330357142857,LOW,878.3625,LOW,0.2888988506365805,HEALTHY,Bedding,Blanket,7366,11785,0.8214148486530335,0.0
2025-12-31,SKU267,196,12,10,100,56,135.075,146.15,144.91,138.16,564.295,141.07375,1.4285714285714286,201.53392857142856,208,-6.466071428571439,LOW,846.4424999999999,LOW,0.2939899934873017,HEALTHY,Bedding,Mattress,1228,1964,0.3473360564952729,0.0
2025-12-31,SKU266,118,110,5,61,50,143.58,139.665,143.395,133.385,560.025,140.00625,0.7142857142857143,100.00446428571428,228,-127.99553571428572,LOW,840.0374999999999,LOW,0.2608660572206755,HEALTHY,Bedding,Mattress,3264,5222,0.21070487924646222,0.0
2025-12-31,SKU265,494,44,10,113,53,139.925,137.745,142.905,146.835,567.4100000000001,141.85250000000002,1.4285714285714286,202.6464285714286,538,-335.3535714285714,LOW,851.1150000000001,LOW,0.2775554280855947,HEALTHY,Bedding,Comforter,3489,5582,0.8706226538129394,0.0
2025-12-31,SKU264,38,54,7,56,58,143.11,143.65,148.12,133.975,568.855,142.21375,1.0,142.21375,92,50.213750000000005,HIGH,853.2825,LOW,0.2974156297480457,REORDER NOW,Bedding,Pillow,7188,11500,0.06680085434776876,577458.125
2025-12-31,SKU263,82,105,10,89,17,139.215,146.435,155.86,126.16,567.67,141.9175,1.4285714285714286,202.7392857142857,187,15.7392857142857,HIGH,851.5049999999999,LOW,0.2351916374183554,REORDER NOW,Bedding,Mattress,6084,9734,0.14445012066869836,153206.207142857
2025-12-31,SKU262,106,72,5,45,43,154.4,134.655,139.08,141.58,569.715,142.42875,0.7142857142857143,101.73482142857144,178,-76.26517857142856,LOW,854.5725,LOW,0.2413262613096202,HEALTHY,Bedding,Pillow,823,1316,0.1860579412513274,0.0
2025-12-31,SKU261,66,38,10,111,26,134.625,136.755,134.9,153.23,559.51,139.8775,1.4285714285714286,199.825,104,95.825,HIGH,839.265,LOW,0.2995197082349449,REORDER NOW,Bedding,Pillow,3608,5772,0.11796035817054208,553101.9
2025-12-31,SKU260,74,38,7,75,29,142.55,131.755,124.605,136.6,535.51,133.8775,1.0,133.8775,112,21.8775,HIGH,803.265,LOW,0.2301968896573301,REORDER NOW,Bedding,Pillow,5385,8616,0.13818602827211443,188496.54
2025-12-31,SKU259,180,88,3,107,30,145.86,134.93,119.685,147.715,548.19,137.0475,0.4285714285714285,58.73464285714286,268,-209.26535714285717,LOW,822.2850000000001,LOW,0.3551883730123337,WATCH/VOLATILE,Bedding,Comforter,950,1520,0.3283533081595797,0.0
2025-12-31,SKU258,396,100,10,66,57,139.76,139.545,136.91,150.475,566.6899999999999,141.6725,1.4285714285714286,202.3892857142857,496,-293.61071428571427,LOW,850.0349999999999,LOW,0.3021441495824454,HEALTHY,Bedding,Blanket,4359,6974,0.6987947555100673,0.0
2025-12-31,SKU257,258,104,10,116,32,144.84,137.38,139.23,143.07,564.52,141.13,1.4285714285714286,201.6142857142857,362,-160.3857142857143,LOW,846.78,LOW,0.2431409411655025,HEALTHY,Bedding,Pillow,5940,9504,0.45702543753985686,0.0
2025-12-31,SKU256,452,35,7,99,37,143.855,130.805,138.725,147.235,560.62,140.155,1.0,140.155,487,-346.845,LOW,840.9300000000001,LOW,0.2272623199964455,HEALTHY,Bedding,Blanket,2974,4758,0.8062502229674289,0.0
2025-12-31,SKU255,413,57,7,118,24,139.99,140.66,135.39,142.405,558.4449999999999,139.61124999999998,1.0,139.61124999999998,470,-330.38875,LOW,837.6674999999999,LOW,0.2334319480854154,HEALTHY,Bedding,Blanket,7582,12131,0.7395535818209493,0.0
2025-12-31,SKU254,311,70,7,66,34,136.555,139.53,123.87,147.585,547.5400000000001,136.88500000000002,1.0,136.88500000000002,381,-244.115,LOW,821.3100000000002,LOW,0.2622586113795305,HEALTHY,Bedding,Bedsheet,6450,10320,0.5679950323264052,0.0
2025-12-31,SKU253,483,140,7,41,57,139.77,131.615,136.75,140.61,548.745,137.18625,1.0,137.18625,623,-485.81375,LOW,823.1175000000001,LOW,0.2561271931854157,HEALTHY,Bedding,Mattress,6402,10243,0.8801902523029822,0.0
2025-12-31,SKU280,311,114,3,91,45,144.47,139.565,141.595,150.535,576.165,144.04125,0.4285714285714285,61.73196428571428,425,-363.2680357142857,LOW,864.2475,LOW,0.2781795692896227,HEALTHY,Bedding,Comforter,5749,9198,0.5397759322416322,0.0
2025-12-31,SKU281,194,91,14,114,22,139.43,144.11,144.41,146.045,573.995,143.49875,2.0,286.9975,285,1.9975000000000025,HIGH,860.9925000000001,LOW,0.2589084278458548,REORDER NOW,Bedding,Bedsheet,4196,6713,0.3379820381710642,13409.217500000017
2025-12-31,SKU282,19,16,5,78,17,132.78,131.365,133.395,132.655,530.1949999999999,132.54874999999998,0.7142857142857143,94.67767857142856,35,59.67767857142856,HIGH,795.2924999999999,LOW,0.3222103559680769,REORDER NOW,Bedding,Bedsheet,2466,3945,0.03583587170757929,235428.44196428565
2025-12-31,SKU283,181,127,5,32,39,139.17,144.52,145.19,129.97,558.85,139.7125,0.7142857142857143,99.79464285714286,308,-208.20535714285717,LOW,838.2750000000001,LOW,0.2315858596477063,HEALTHY,Bedding,Blanket,2360,3776,0.3238793951865438,0.0
2025-12-31,SKU311,325,96,14,78,31,138.605,139.535,130.51,149.6,558.25,139.5625,2.0,279.125,421,-141.875,LOW,837.375,LOW,0.2204138607208811,HEALTHY,Dining,Glass Set,2887,4619,0.5821764442454097,0.0
2025-12-31,SKU310,443,18,3,33,31,147.955,129.03,140.99,146.725,564.7,141.175,0.4285714285714285,60.50357142857143,461,-400.49642857142857,LOW,847.0500000000001,LOW,0.2839379156487278,HEALTHY,Dining,Dinner Set,470,752,0.784487338409775,0.0
2025-12-31,SKU309,325,54,10,113,21,142.17,140.57,142.52,140.71,565.97,141.4925,1.4285714285714286,202.13214285714287,379,-176.86785714285713,LOW,848.955,LOW,0.2371265966677072,HEALTHY,Dining,Glass Set,684,1094,0.5742353835008922,0.0
2025-12-31,SKU308,32,13,7,113,20,126.05,143.545,151.4,131.665,552.66,138.165,1.0,138.165,45,93.165,HIGH,828.99,LOW,0.1903884351667859,REORDER NOW,Dining,Cutlery,6875,11000,0.05790178409872254,1024815.0000000001
2025-12-31,SKU307,102,68,5,93,39,131.365,136.165,121.765,137.49,526.785,131.69625,0.7142857142857143,94.06875,170,-75.93125,LOW,790.1775,LOW,0.2617274939553447,HEALTHY,Dining,Glass Set,7421,11873,0.19362738118966943,0.0
2025-12-31,SKU306,121,133,5,93,18,131.59,134.995,144.81,137.37,548.7650000000001,137.19125000000005,0.7142857142857143,97.99375000000002,254,-156.00624999999997,LOW,823.1475000000002,LOW,0.2429700719020949,HEALTHY,Dining,Glass Set,7642,12227,0.2204951117509316,0.0
2025-12-31,SKU305,208,75,3,56,33,146.9,129.9,140.73,155.83,573.36,143.34,0.4285714285714285,61.43142857142857,283,-221.56857142857143,LOW,860.04,LOW,0.2749987255915959,HEALTHY,Dining,Glass Set,492,787,0.3627738244732803,0.0
2025-12-31,SKU304,411,137,3,42,60,134.41,135.345,148.03,139.55,557.335,139.33375,0.4285714285714285,59.714464285714286,548,-488.28553571428574,LOW,836.0025,LOW,0.295131841612457,HEALTHY,Dining,Bottle,5655,9048,0.7374379861304242,0.0
2025-12-31,SKU303,194,83,7,37,51,157.275,150.58,138.36,114.445,560.6600000000001,140.16500000000002,1.0,140.16500000000002,277,-136.83499999999998,LOW,840.9900000000001,LOW,0.2551022817626503,HEALTHY,Dining,Bottle,4506,7209,0.3460207612456747,0.0
